insee,libelle1,libelle2,voie_num,voie_type,voie_nom,local,voie,CPBIBLIO,CEDEXB,BP,ville,DEPT,REGION,population_legale
01375,"Bibliotheque ""les Amis Du Livre""",,40,Route de Bourg,,,40 Route de Bourg,01310,,,Saint-Martin-le-Châtel,01,82,815
01376,Bibliothèque Centre Marcel Cochet,,1,Avenue,Foch,,32 Route de Genève,01700,,,Saint-Maurice-de-Beynost,01,82,3936
01378,Club De Lecture,,7,route,de la Charrière,Bâtiment CCA,7 route de la Charrière,01800,,,Saint-Maurice-de-Gourdans,01,82,2512
01380,Bibliotheque Municipale,,,,,LE VILLAGE,,01560,,,Saint-Nizier-le-Bouchoux,01,82,709
01381,Bibliotheque Municipale,,,,,le village,,01320,,,Saint-Nizier-le-Désert,01,82,904
01383,Bibliotheque Municipale,,,Place,LOUIS JOURDAN,,Place LOUIS JOURDAN,01240,,,Saint-Paul-de-Varax,01,82,1542
01384,Bibliotheque Municipale,,149,RUE,DU DR TEMPORAL,,149 RUE DU DOCTEUR TEMPORAL,01230,,,Saint-Rambert-en-Bugey,01,82,2234
01385,Bibliotheque Saint Remy,,1029,route,de Saint Rémy,MAIRIE,1029 route de Saint Rémy,01310,,,Saint-Rémy,01,82,965
01386,Bibliotheque Municipale,,102,BIS,GRANDE RUE,,102 BIS GRANDE RUE,01150,,,Saint-Sorlin-en-Bugey,01,82,1103
01388,Bibliotheque Municipale,,111,,GRANDE RUE,,111   GRANDE RUE,01560,,,Saint-Trivier-de-Courtes,01,82,1066
01389,Bibliothèque Associative Utingeoise,Mairie,,,,,,01990,,,Saint-Trivier-sur-Moignans,01,82,1873
01390,Bibliotheque Municipale,,687,RUE,CLAIREFONTAINES,,935 RUE CLAIREFONTAINES,01150,,,Saint-Vulbas,01,82,971
01396,Bibliotheque  Municipale,,,,,,,01150,,,Sault-Brénaz,01,82,1052
01397,Bibliotheque Municipale De Sauverny,,236,LES PASSEREAUX,GENEVRIERS,,236 LES PASSEREAUX GENEVRIERS,01220,,,Sauverny,01,82,1124
01398,Bibliothèque Municipale De Savigneux,,46 B,rue,du verger,résidence des anciennes écoles,46 B rue du verger,01480,,,Savigneux,01,82,1227
01399,Bibliotheque Municipale De Segny,,103,rue,du vieux boug,,103 rue du vieux boug,01170,,,Ségny,01,82,1765
01401,Bibliothèque Municipale De Sergy,,18,route,DE THOIRY,,1 Place de la Mairie,01630,,,Sergy,01,82,2051
01402,Bibliotheque Municipale,,215,RUE,DU BOURG,,215 RUE DU BOURG,01190,,,Sermoyer,01,82,701
01403,Bibliotheque Municipale,,,,,Mairie,,01470,,,Serrières-de-Briord,01,82,1251
01407,Bibliothèque De Seyssel,,,,,,,,,,Seyssel,01,82,952
01408,Bibliotheque Municipale,,,ROUTE,DE VILLEREVERSURE,,ROUTE DE CHAVANNES,01250,,,Simandre-sur-Suran,01,82,684
01410,Bibliotheque Municipale,,,RUE,DU MARAIS / HEYRIAT,ESPACE FRANCOIS BERCHET,RUE DU MARAIS HEYRIAT,01580,,,Sonthonnax-la-Montagne,01,82,335
01412,Bibliotheque De Sulignat,,,,,LE VILLAGE,,01400,,,Sulignat,01,82,585
01416,Bibliotheque Municipale De Tenay,,,,,RESIDENCE SALLIER,,01230,,,Tenay,01,82,1125
01418,Bibliotheque Municipale De Thil,,340,RUE,DE LA MAIRIE,,340 RUE DE LA MAIRIE,01120,,,Thil,01,82,1078
01419,Bibliotheque Municipale,,,RUE,DU BREU,B.P. 19,RUE DU BREU,01710,,,Thoiry,01,82,5626
01420,Bibliothèque Municipale De Thoissey,,11,rue,de Bel Air,,11 rue de Bel Air,01140,,,Thoissey,01,82,1575
01422,Bibliotheque Municipale,,,,,LE VILLAGE,,01250,,,Tossiat,01,82,1432
01423,Bibliotheque Municipale De Toussieux,,393,,,RUE DU MORBIER,393,01600,,,Toussieux,01,82,807
01425,Bibliothèque Municipale,,,,Le Village,,Le Village,01160,,,La Tranclière,01,82,305
01426,Médiathèque de Treffort-Cuisiat,,15,Place,du champ de foire,,15 Place du champ de foire,01370,,,Treffort-Cuisiat,01,82,2304
01427,Médiathèque intercommunale,La Passerelle,3,Place,La Passerelle,,,01600,,,Trévoux,01,82,6868
01431,Bibliotheque Municipale,,339,quai,du Buizin,,,01150,,,Vaux-en-Bugey,01,82,1211
01432,Bibliothèque Municipale,le village,,,,Mairie,,01270,,,Verjon,01,82,259
01435,Bibliothèque Municipale De Versonnex,,21,chemin levé,,,21 chemin levé,01210,,,Versonnex,01,82,2187
01436,Bibliothèque de Vesancy,,340,,rue du château,La Cure,340   rue du château,01170,,,Vesancy,01,82,563
01441,Bibliotheque Municipale,,1,PLACE,DE LA MAIRIE,,1 PLACE DE LA MAIRIE,01430,,,Vieu-d'Izenave,01,82,704
01443,Mediatheque Municipale,,51,Passage,Jean Ferrat,"15, place de l’hôtel de ville",51 Passage Jean Ferrat,01330,,,Villars-les-Dombes,01,82,4508
01444,Bibliotheque Municipale De Villebois,,25,RUE,DE VOUGY,MAIRIE,25 RUE DE VOUGY,01150,,,Villebois,01,82,1176
01445,Bibliotheqie Municipale,,,,,,112 place de la mairie,01270,,,Villemotier,01,82,646
01446,Bibliothèque municipale de Villeneuve,,,route,de Villars,,nc nc nc,01480,,,Villeneuve,01,82,1415
01447,Bibliotheque Municipale Vill'kili,,100,ROUTE,DE BOURG,,100 ROUTE DE BOURG,01250,,,Villereversure,01,82,1311
01450,Bibliotheque Municipale,,,,,,,01800,,,Villieu-Loyes-Mollon,01,82,3238
01451,Bibliotheque Multimedia,,313,RUE,PROSPER CONVERT,,313 RUE PROSPER CONVERT,01440,,,Viriat,01,82,6264
01452,Bibliotheque Municipale,,,,mairie de Virieu le Grand,,ROUTE DE LYON,01510,,,Virieu-le-Grand,01,82,1202
01454,Bibliotheque Municipale,,62,,PLACE DE L'EGLISE,,62   PLACE DE L'EGLISE,01300,,,Virignin,01,82,907
01457,Bibliotheque Municipale De Vonnas,,,place,Ferdinand de Béost,,place Ferdinand de Béost,01540,,,Vonnas,01,82,2901
02009,Mediatheque Municipale D'alaincourt,,39,RUE,DU GENERAL DE GAULLE,,39 RUE DU GENERAL DE GAULLE,02240,,,Alaincourt,02,22,512
02011,Bibliotheque D'ambleny,,11,RUE,DE LA TOUR,,11 RUE DE LA TOUR,02290,,,Ambleny,02,22,1212
02018,Mediatheque Municipale D'anizy-Le-Chateau,ESPACE VOLTAIRE,7 B,RUE,AIGLE NOIR,BP 12,7 B RUE AIGLE NOIR,02320,,BP 12,Anizy-le-Château,02,22,1943
02031,Bibliotheque,,11 BIS,RUE,DOCTEUR SCHLIENGER,,11 BIS RUE DOCTEUR SCHLIENGER,02500,,,Aubenton,02,22,707
02037,Bibliothèque De Aulnois-Sous-Laon,,3,rue des Ecoles,,,3 rue des ecoles,02000,,,Aulnois-sous-Laon,02,22,1364
02049,Bibliotheque Municipale De Barisis Aux Bois,,,RUE,DU MARAIS,MAIRIE,RUE DU MARAIS,02700,,,Barisis,02,22,738
02057,Bibliotheque De Beaurevoir,,,PLACE,CHARLES DE GAULLE,,PLACE CHARLES DE GAULLE,02110,,,Beaurevoir,02,22,1515
02064,Bibliotheque Municipale,,3 BIS,RUE,DU VAL,,3 BIS RUE DU VAL,02200,,,Belleu,02,22,3945
02071,Bibliotheque Municipale Berny-Riviere,,,PLACE,DE LA MAIRIE,,1 PLACE DE LA MAIRIE,02290,,,Berny-Rivière,02,22,649
02083,Mediatheque Municipale De Beuvardes,MAIRIE,1,RUE,DE FERE,,1 RUE DE FERE,02130,,,Beuvardes,02,22,737
02084,Crld,,,,GRANDE RUE,MAIRIE,GRANDE RUE,02310,,,Bézu-le-Guéry,02,22,270
02086,Bichancourt Lecture,,3,RUE,DE L'EGLISE,,3 RUE DE L'EGLISE,02300,,,Bichancourt,02,22,1067
02089,Bibliotheque De Billy Sur Aisne,,,PLACE,DE LA MAIRIE,ECOLE LOUIS PASTEUR,PLACE DE LA MAIRIE,02200,,,Billy-sur-Aisne,02,22,1115
02095,Bibliotheque Municipale De Bohain,,14,Rue,de la République,,14 RUE de la République,02110,,,Bohain-en-Vermandois,02,22,6063
02110,Mediatheque De Braine,,4,RUE,BAILLEUX,,4 RUE BAILLEUX,02220,,,Braine,02,22,2236
02111,Bibliotheque De Brancourt-En-Laonnois,,42,RUE,DE LA CROIX BLANCHE,,42 RUE DE LA CROIX BLANCHE,02320,,,Brancourt-en-Laonnois,02,22,705
02114,Mediatheque Municipale,FRANCOISE COETTE,,PLACE,BRIGOT,,PLACE BRIGOT,02400,,,Brasles,02,22,1401
02125,Bibliotheque Lire A Brumetz,BIBLIOTHEQUE,13,,GRANDE RUE,MAIRIE,13   GRANDE RUE,02810,,,Brumetz,02,22,226
02128,Bibliothèque Arsène Houssaye,ARSENE HOUSSAYE,12,PLACE,des Leups,,12 PLACE des Leups,02860,,,Bruyères-et-Montbérault,02,22,1611
02140,"Bibliotheque ""lire A Camelin",,,,,MAIRIE DE CAMELIN,,02300,,,Camelin,02,22,453
02141,Bibliotheque Municipale,,,,Rue des Poilus de Verdun,,Rue des Poilus de Verdun,02260,,,La Capelle,02,22,1932
02145,Bibliotheque Municipale De Caumont,MAIRIE,1,RUE,DE LA MAIRIE,,1 RUE DE LA MAIRIE,02300,,,Caumont,02,22,592
02157,Charlie Chaplin,,rue,RUE,Renoir,,rue RUE Renoir,02000,,,Chambry,02,22,760
02163,Bibliotheque Municipale,,,,,CENTRE CULTUREL FERNAND PINAL,,02310,,,Charly-sur-Marne,02,22,2767
02165,Bibliotheque De Charmes,,30,RUE,DES BOURGMESTRES,ESPACE MARCELLINE,30 RUE DES BOURGMESTRES,02800,,,Charmes,02,22,1688
02168,Mediatheque Jean Mace,,14,RUE,JEAN DE LA FONTAINE,,14 RUE JEAN DE LA FONTAINE,02400,,,Château-Thierry,02,22,14923
02173,Médiathèque André Malraux,,28,rue,de la paix,,28 rue de la paix,02300,,,Chauny,02,22,12198
02179,Bibbliotheque Chery-Chartreuve,CRLD,6,RUE,DE FISMES,,6 RUE DE FISMES,02220,,,Chéry-Chartreuve,02,22,345
02180,Bibliotheque De Chery Les Pouilly,,,RUE,DE CRECY,,RUE DE CRECY,02000,,,Chéry-lès-Pouilly,02,22,691
02185,Bibliotheque Lire En Orxois,,,PLACE,DE L'EGLISE,,PLACE DE L'EGLISE,02810,,,Chézy-en-Orxois,02,22,372
02186,Bibliotheque Municipale,,,AVENUE,DU GENERAL LECLERC,,AVENUE DU GENERAL LECLERC,02570,,,Chézy-sur-Marne,02,22,1369
02187,Bibliotheque De La Commune De Chierry,,,PLACE,IRENE JOLIOT CURIE,,PLACE IRENE JOLIOT CURIE,02400,,,Chierry,02,22,1075
02190,Association Plaisir De Lire,,,place,LAMARTINE,MAIRIE,place LAMARTINE,02880,,,Chivres-Val,02,22,598
02191,Bibliotheque Municipale De Chivy Les Etouvelles,,,RUE,DU MOULIN,,RUE DU MOULIN,02000,,,Chivy-lès-Étouvelles,02,22,520
02192,Bibliotheque Municipale De Chouy,,2,PLACE,DE L'EGLISE,MAIRIE,2 PLACE DE L'EGLISE,02210,,,Chouy,02,22,406
02195,Bibliothèque De Ciry-Salsogne,,9,RUE,DE MONTPELLIER,,,02220,,,Ciry-Salsogne,02,22,892
02203,Bibliotheque Municipale,,,RUE,DES BORDEAUX,MAIRIE,RUE DES BORDEAUX,02210,,,Coincy,02,22,1346
02209,Bibliotheque De Conde-En-Brie,,1,RUE,DE CHAURY,,1 RUE DE CHAURY,02330,,,Condé-en-Brie,02,22,674
02212,Mediatheque Gerald Naberes,,123,CHAUSSEE,BRUNEHAUT,,123 CHAUSSEE BRUNEHAUT,02700,,,Condren,02,22,728
02215,Bibliotheque Municipale De Corbeny,,3 bis,rue,des remparts du nord,,3 bis rue des remparts du nord,02820,,,Corbeny,02,22,753
02217,Mairie De Coucy Le Chateau,BIBLIOTHEQUE MEDIATHEQUE DE COUCY,,RUE DU CHATEAU,1er étage,HOTEL DE VILLE,RUE DU CHATEAU 1er étage,02380,,,Coucy-le-Château-Auffrique,02,22,1123
02226,Bibliotheque Municipale,,,Place,de la mairie,,,02200,,,Courmelles,02,22,1739
02237,Bibliotheque Municipale De Crecy Sur Serre,,2,AVENUE,DES ECOLES,,2 AVENUE DES ECOLES,02270,,,Crécy-sur-Serre,02,22,1508
02242,Bibliotheque Municipale,,,RUE,DES ECOLES,MAIRIE,RUE DES ECOLES,02310,,,Crouttes-sur-Marne,02,22,653
02243,Biblitotheque De Crouy,,31,AVENUE,GENERAL PATTON,,31 AVENUE GENERAL PATTON,02880,,,Crouy,02,22,2764
02264,Bibliotheque Municipale,,5,RUE,DE LA MAIRIE,,5 RUE DE LA MAIRIE,02340,,,Dizy-le-Gros,02,22,800
02268,Bibliothèque De Domptin,,,,,,,,,,Domptin,02,22,683
02279,Bibliothèque Municipale,,6,PLACE,de l'Europe,,6 PLACE de l'Europe,02400,,,Épaux-Bézu,02,22,599
02282,Bibliotheque,,,RUE,DU MONUMENT,,RUE DU MONUMENT,02840,,,Eppes,02,22,416
02287,Bibliotheque D'essigny Le Grand,,,RUE,DE FLANDRE,,RUE DE FLANDRE,02690,,,Essigny-le-Grand,02,22,1128
02290,Bibliotheque Municipale D'essomes-Sur-Marne,,26,RUE,ROOSEVELT,,26 RUE ROOSEVELT,02400,,,Essômes-sur-Marne,02,22,2816
02292,Mediatheque Municipale,,3,RUE,DE CHIERRY,,3 RUE DE CHIERRY,02400,,,Étampes-sur-Marne,02,22,1180
02295,Médiathèque L'Oise Aux Livres,,,Rue,de la Libération,,Rue de la Libération,02580,,,Étréaupont,02,22,933
02298,Bibliotheque Municipale,D'ETREUX,107,RUE,du 2 Septembre,CENTRE SOCIO-CULTUREL,107 RUE du 2 Septembre,02510,,,Étreux,02,22,1510
02301,Bibliotheque Municipale De Faucoucourt,,2,RUE,SAINT MARTIN,,2 RUE SAINT MARTIN,02320,,,Faucoucourt,02,22,316
02304,Bibliotheque Municipale De La Fere,,,RUE,DES BIGONS,CENTRE SOCIO-CULTUREL,RUE DES BIGONS,02800,,,La Fère,02,22,3179
02305,Médiathèque Intercommunale Du Tardenois,,1,RUE,de la Croix Poiret,,1 RUE de la Croix Poiret,02130,,,Fère-en-Tardenois,02,22,3299
02307,Office De Tourisme,BIBLIOTHEQUE,31,RUE,DE LA CHAUSSEE,BP 25,31 RUE DE LA CHAUSSEE,02460,,,La Ferté-Milon,02,22,2355
02312,Bibliotheque Municipale,CENTRE DE LECTURE ET DE DOCUMENTATION,4,RUE,rue Albert Lefebvre,ALBERT LEFEBVRE,4 RUE rue Albert Lefebvre,02260,,,La Flamengrie,02,22,1131
02318,Bibliotheque Municipale De Folembray,,11,RUE,HENRI LEGUAY,,RUE HENRI LEGUAY,02670,,,Folembray,02,22,1503
02326,Bibliotheque De Fontenoy Osly-Courtil,,,PLACE,DE LA MAIRIE,,PLACE DE LA MAIRIE,02290,,,Fontenoy,02,22,496
02334,Bibliotheque Municipale De Fresnoy Le Grand,,95,RUE,ALBERT MEUNIER,,95 RUE ALBERT MEUNIER,02230,,,Fresnoy-le-Grand,02,22,3129
02336,Bibliotheque Municipale,,,PLACE,ANDRE RULLIER,,PLACE ANDRE RULLIER,02700,,,Frières-Faillouël,02,22,1017
02355,Mediatheque Municipale De Gricourt,,6,PLACE,JULES FERRY,,6 PLACE JULES FERRY,02100,,,Gricourt,02,22,929
02361,Bibliotheque Municipale,,,Place du Familistère,DU FAMILISTERE,,Place du Familistère DU FAMILISTERE,02120,,,Guise,02,22,5291
02363,Bibliotheque De Guny,,,PLACE,SAINT GEORGES,MAIRIE DE GUNY,PLACE SAINT GEORGES,02300,,,Guny,02,22,457
02381,Bibliotheque Du Chateau,DU CHATEAU,6,IMPASSE,DU CHATEAU,,6 IMPASSE DU CHATEAU,02500,,,Hirson,02,22,9729
02382,Mediatheque D' Holnon,,,ESPLANADE,CHARLES DE GAULLE,,ESPLANADE CHARLES DE GAULLE,02760,,,Holnon,02,22,1463
02387,Mediatheque D'itancourt,ANTOINE DE SAINT EXUPERY,14 BIS,RUE,DE L'EGLISE,,14 BIS RUE DE L'EGLISE,02240,,,Itancourt,02,22,1137
02398,Bibliotheque Municipale,,19,RUE,LOUIS PHILIPON,,19 RUE LOUIS PHILIPON,02880,,,Juvigny,02,22,294
02399,Bibliothèque De Juvincourt-Et-Damary,,,,,,,,,,Juvincourt-et-Damary,02,22,521
02405,Bibliothèque Municipale,,5,,LA PLACE,MAIRIE,,02140,,,Landouzy-la-Ville,02,22,554
02408,Bibliotheque Municipale,SUZANNE MARTINET,,RUE,MARCELIN BERTHELOT,,RUE MARCELIN BERTHELOT,02000,CEDEX,,Laon,02,22,26765
02425,Bibliotheque Municipale,,5,,,PLACE CHARLES DE GAULLE,5,02500,,,Leuze,02,22,169
02426,Bibliotheque Municipale De Levergies,,23,RUE,MARIE TROCME,,23 RUE MARIE TROCME,02420,,,Levergies,02,22,597
02430,Bibliothèque De Liesse-Notre-Dame,,,,,,16 Place Jeanne d'Arc,,,,Liesse-Notre-Dame,02,22,1380
02439,Bibliotheque Longueval,ASSOCIATION FAMILLES RURALES,19,RUE,CHEMIN DES DAMES,NC,19 RUE CHEMIN DES DAMES,02160,,,Longueval-Barbonval,02,22,498
02443,Bibliotheque A.C.S.L.,,15,Route de,Marigny,MAIRIE,15 Route de Marigny,02400,,,Lucy-le-Bocage,02,22,182
02468,Bibliotheque Municipale,,,RUE,DESAINS,RUE DESAINS,RUE DESAINS,02250,,,Marle,02,22,2436
02474,Bibliotheque,,5,RUE,PASTEUR,MAIRIE,5 RUE PASTEUR,02700,,,Mennessis,02,22,424
02497,Syndicat De Regroupement Scolaire Chailvet-Mons,MEDIATHEQUE INTERCOMMUNALE GEORGES LEFEVRE,1,PLACE,D'AIX EN PROVENCE,,1 PLACE D'AIX EN PROVENCE,02000,,,Mons-en-Laonnois,02,22,1197
02500,Mediatheque De Montbrehain,,,RUE,CHARLES DE GAULLE,MAIRIE,RUE CHARLES DE GAULLE,02110,,,Montbrehain,02,22,840
02502,MEDIATHEQUE,,18,PLACE,DE L'HOTEL DE VILLE,,Place de l'Hôtel de Vile,02340,,,Montcornet,02,22,1520
02525,Mediatheque De Morcourt,,3,RUE,DU CDT GUY,,3 RUE DU CDT GUY,02100,,,Morcourt,02,22,617
02541,Bibliotheque Municipale,,1,PLACE,DE L'EGLISE,,1 PLACE DE L'EGLISE,02190,,,Neufchâtel-sur-Aisne,02,22,415
02555,Mediatheque Henry Murger,,,PARC,DU 8 MAI 1945,MAIRIE,PARC DU 8 MAI 1945,02310,,,Nogent-l'Artaud,02,22,2178
02558,Bibliotheque Du Nouvion En Thierache,,,,RUE THEODORE BLOT,,PLACE DU GENERAL DE GAULLE,02170,,,Le Nouvion-en-Thiérache,02,22,2849
02596,Bibliotheque Rurale,,,PLACE,DU GENERAL DE GAULLE,MAIRIE,CHEMIN DES ECOLIERS,02310,,,Pavant,02,22,817
02602,Bibliotheque Municipale De Pinon,,,,,GROUPE SCOLAIRE LOUIS ARAGON,,02320,,,Pinon,02,22,1840
02613,Bibliotheque De Pontavert,,,PLACE,place du moulin walbum,,PLACE du moulin Walbaum,02160,,,Pontavert,02,22,601
02617,Bibliotheque Municipale,,,,,,,02270,,,Pouilly-sur-Serre,02,22,565
02643,Médiathèque Croq'livres Georges Brassens,,6,grand'rue,de l'église,MAIRIE,6 grand'rue de l\'église,02290,,,Ressons-le-Long,02,22,786
02648,Mediatheque De Ribemont,,,place,du château,,place du château,02240,,,Ribemont,02,22,1999
02659,Mediatheque De Rouvroy,,2,RUE,LOUIS PLANCHON,,2 RUE LOUIS PLANCHON,02100,,,Rouvroy,02,22,472
02666,Bibliotheque Au Fil Des Pages,,,RUE,GERARD ADOLPHE MARTIN,MAIRIE,RUE GERARD ADOLPHE MARTIN,02360,,,Rozoy-sur-Serre,02,22,1030
02668,Médi@line,Médiathèque de Sains Richaumont,6,,rue de l'école maternelle,,6   rue de l'école maternelle,02120,,,Sains-Richaumont,02,22,1053
02676,Bibliotheque Municipale De St Erme Outre Ramecourt,,46,,GRANDE RUE,MAIRIE,46   GRANDE RUE,02820,,,Saint-Erme-Outre-et-Ramecourt,02,22,1886
02684,Mediatheque Marc Blancpain,,,Place,Rochefort,,Place Rochefort,02830,,,Saint-Michel,02,22,3609
02686,Bibliotheque Municipale,,,PLACE,DE LA MAIRIE,,PLACE DE LA MAIRIE,02300,,,Saint-Paul-aux-Bois,02,22,406
02691,Bibliotheque Municipale,,9,RUE,DES CANONNIERS,,9 RUE DES CANONNIERS,02100,,,Saint-Quentin,02,22,57842
02701,Bibliotheque Municipale De Saulchery,,,PLACE,JEAN MOULIN,PLACE JEAN MOULIN,PLACE JEAN MOULIN,02310,,,Saulchery,02,22,665
02702,Mediatheque Municipale De Savy,,,PLACE,SAINT MARTIN,,PLACE SAINT MARTIN,02590,,,Savy,02,22,619
02706,Crld Septmonts,LIRE AU VILLAGE,,,,PLACE DE LA MAIRIE,,02200,,,Septmonts,02,22,613
02710,Bibliotheque Municipale de Seraucourt Le Grand,,1,RUE,CHARLES VOYEUX,,1 RUE CHARLES VOYEUX,02790,,,Seraucourt-le-Grand,02,22,796
02719,Bibliotheque Adeon Montfront,,2,RUE,ACHILLE CHEMIN,,2 RUE ACHILLE CHEMIN,02300,,,Sinceny,02,22,2169
02720,Bibliotheque Municipale,,,RUE,Verdun,,RUE Verdun,02150,,,Sissonne,02,22,2178
02722,Bibliotheque Municipale,,1,RUE,JEAN DE DORMANS,,1 RUE JEAN DE DORMANS,02200,,,Soissons,02,22,29711
02738,"Mediatheque L'oiseau ""lire""",,1,Place,Lionel Lefèvre,,1 Place Lionel Lefèvre,02700,,,Tergnier,02,22,14306
02748,Bibliotheque Municipale De Trelou Sur Marne,,NC,,NC,,,02850,,,Trélou-sur-Marne,02,22,1001
02750,Bibliotheque De Trosly-Loire,,,PLACE,ALBERT BRUN,,PLACE ALBERT BRUN,2300,,,Trosly-Loire,02,22,607
02755,Bibliothèque De Urcel,,,,,,,,,,Urcel,02,22,549
02780,Bibliotheque De Venizel,,,,,MAIRIE,,02200,,,Venizel,02,22,1368
02781,Bibliotheque Municipale De Verdilly,,,PLACE,DE LA MAIRIE,,PLACE DE LA MAIRIE,02400,,,Verdilly,02,22,446
02785,Mediatheque De Vermand,,2,,GRANDE RUE,,2   GRANDE RUE,02190,,,Vermand,02,22,1087
02789,Bibliotheque De Vervins,,4,PLACE,DU GENERAL DE GAULLE,,4 PLACE DU GENERAL DE GAULLE,02140,,,Vervins,02,22,2815
02794,Bibliotheque De Vezilly,,,PLACE,RENE BARBIER,,PLACE RENE BARBIER,02130,,,Vézilly,02,22,193
02795,Mediatheque Francois Mitterand,,11,RUE,LUCIEN DAMY,Mairie,RUE LUCIEN DAMY,02290,,,Vic-sur-Aisne,02,22,1779
02805,Bibliotheque Municipale Villeneuve St Germain,,52,RUE,JULES FERRY,,52 RUE JULES FERRY,02200,,,Villeneuve-Saint-Germain,02,22,2509
02807,Bibliotheque,CRLD,15,RUE,DE PHILADELPHIE,MAIRIE DE VILLEQUIER-AUMONT,15 RUE DE PHILADELPHIE,02300,,,Villequier-Aumont,02,22,653
02810,Mediatheque Municipale,ALEXANDRE DUMAS,,RUE,DE LA PLEIADE,,RUE DE LA PLEIADE,02603,CEDEX,BP 155,Villers-Cotterêts,02,22,10807
02820,Bibliotheque De Viry-Noureuil,MAIRIE,,RUE,GASTON TRIOUX,,RUE DU 8 AMI 1945,02300,,,Viry-Noureuil,02,22,1847
02827,Bibliotheque De Voyenne,,5,RUE,DE L'EGLISE,,5 RUE DE L'EGLISE,02250,,,Voyenne,02,22,287
02830,Bibliotheque Municipale,,7,PLACE,DU DOCTEUR MARECHAL,,7 PLACE DU DOCTEUR MARECHAL,02630,,,Wassigny,02,22,995
03001,Bibliotheque D Abrest,,1,AVENUE,DES GRAVIERS,,1 AVENUE DES GRAVIERS,03200,,BP 1002,Abrest,03,83,2835
03013,Médiathèque d'Avermes,Espace Culturel La Passerelle,,PLACE,CLAUDE WORMSER,,PLACE CLAUDE WORMSER,03000,,,Avermes,03,83,3957
03023,Bibliotheque Municipale De Bellerive Sur Allier,,1,RUE,ADRIEN CAVY,ESPLANADE FRANCOIS MITTERRAND,10 RUE ADRIEN CAVY,03700,,,Bellerive-sur-Allier,03,83,8915
03036,Bibliotheque Municipale,FRANCOIS MITTERRAND,19,RUE,DE LA REPUBLIQUE,,19 RUE DE LA REPUBLIQUE,03160,,,Bourbon-l'Archambault,03,83,2607
03046,Bibliotheque Municipale,,2,RUE,DU 8 MAI 1945,Mairie,2 RUE DU 8 MAI 1945,03440,,,Buxières-les-Mines,03,83,1087
03053,Mediatheque Ludotheque Municipale,,,PLACE,DE LA MAIRIE,MAIRIE,PLACE DE LA MAIRIE,03140,,,Chantelle,03,83,1095
03082,Médiathèque Municipale,ESPACE CULTUREL LA PLEIADE,,Place,de la Butte,,Place de la Butte,03600,,,Commentry,03,83,6797
03084,Bibliotheque Municipale,,,PLACE,DU MARCHE,CENTRE CULTUREL,PLACE DU MARCHE,03430,,,Cosne-d'Allier,03,83,2251
03094,Bibliotheque Municipale De Creuzier Le Vieux,,,,LES ARLOINGS,,LES ARLOINGS,03300,,,Creuzier-le-Vieux,03,83,3474
03095,Bibliotheque Municipale De Cusset,,8,RUE,DU PRESIDENT WILSON,,8 RUE DU PRESIDENT WILSON,03300,,,Cusset,03,83,14083
03098,Mediatheque Municipale,,,RUE,JOLIOT CURIE,ESPACE FRANCOIS MITTERRAND,RUE JOLIOT CURIE,03630,,,Désertines,03,83,4389
03101,Mediatheque Municipale,,14,RUE,MARCEL CACHIN,,14 RUE MARCEL CACHIN,03410,,,Domérat,03,83,9205
03102,Bibliotheque-Mediatheque Jeanne Cressanges,,89,RUE,SAINT LOUIS,,RUE SAINT LOUIS,03290,,,Dompierre-sur-Besbre,03,83,3199
03103,Bibliotheque Municipale,,,,,HOTEL DE VILLE,,03130,,,Le Donjon,03,83,1106
03118,Mediatheque Municipale,,12,,ALLEE DES TILLEULS,,12   ALLEE DES TILLEULS,03800,,,Gannat,03,83,6030
03138,Mediatheque Du Pays De Lapalisse,,,PLACE,DU GENERAL LECLERC,,PLACE DU GENERAL LECLERC,03120,,,Lapalisse,03,83,3286
03145,Bibliotheque Municipale,CENTRE DE RESSOURCE INFORMATIF,2,PLACE,DES DROITS DE L'HOMME,,2 PLACE DES DROITS DE L'HOMME,03410,,,Lignerolles,03,83,744
03155,Bibliotheque Municipale,MAIRIE,,PLACE,DU GENERAL DE GAULLE,,PLACE DU GENERAL DE GAULLE,03320,,BP 3,Lurcy-Lévis,03,83,2134
03185,Mediatheque,,27,RUE,DES FAUCHEROUX,ESPACE BORIS VIAN,27 RUE DES FAUCHEROUX,03100,,,Montluçon,03,83,39468
03190,Bibliotheque Municipale De Moulins,LE FLORILEGE,,AVENUE,DU PROFESSEUR ETIENNE SORREL,BP 1629,AVENUE PROFESSEUR ETIENNE SORREL,03016,Cedex,,Moulins,03,83,19661
03195,Bibliotheque Municipale,,,RUE,BARRA,,RUE BARRA,03310,,,Néris-les-Bains,03,83,2734
03254,Bibliothèque Municipale,,7,rue,Cadoret,,7 rue cadoret,03500,,,Saint-Pourçain-sur-Sioule,03,83,5083
03258,Bibliotheque Municipale,,6,PLACE,DE L'EGLISE,,6 PLACE DE L'EGLISE,03110,,,Saint-Rémy-en-Rollat,03,83,1672
03264,Bibliotheque Municipale,ELSA TRIOLET,9,RUE,DE LA REPUBLIQUE,,9 RUE DE LA REPUBLIQUE,03270,,,Saint-Yorre,03,83,2837
